geometry,name
POINT (29.0658830448012 41.0687510163896),35
POINT (29.211529999993 40.9827170005511),27
POINT (29.1772639653322 41.0919199665895),10
POINT (29.095171999991 41.1489630005778),10
POINT (29.0785339999909 41.0705770005651),10
POINT (29.0390929537245 41.2106549916714),28
POINT (29.2382149999935 40.8887000005363),26
POINT (29.2495439999936 40.8957350005374),26
POINT (29.2515029999937 40.8966260005375),26
POINT (29.2987019999941 40.9137800005402),26
POINT (29.3042370364774 40.9245339687763),26
POINT (29.1493799999922 41.0147560005562),34
POINT (29.1488029999922 41.0121800005558),34
POINT (29.1478899999922 41.0097410005555),34
POINT (28.9603109999885 41.0420300005605),12
POINT (29.0042379999895 41.0799790005666),22
POINT (28.8696629999858 41.0249370005576),20
POINT (29.0479455029718 41.0225178780995),35
POINT (28.9430020323898 41.0169719566966),18
POINT (28.9530559999884 41.0117180005556),18
POINT (28.9525119999884 41.0158650005563),18
POINT (29.1060609816626 40.9931210392223),2
POINT (28.9431489999881 41.0233250005574),18
POINT (28.9587649999885 41.0532640005623),22
POINT (28.9613329999885 41.0532650005623),22
POINT (28.9649029999886 41.0613800005635),22
POINT (28.9628049999884 41.1008510005699),22
POINT (28.9726440009766 41.0878509601884),22
POINT (28.9735209999887 41.0858240005675),22
POINT (28.8745619999859 41.0353410005593),20
POINT (28.9715259999889 41.0296230005585),12
POINT (29.02699799999 41.0838450005672),9
POINT (29.0234880014479 41.0942550454726),9
POINT (29.0187109999897 41.0972660005694),9
POINT (29.0576049999907 41.0276600005582),35
POINT (28.9881720471588 41.0847689731435),22
POINT (28.9939019999892 41.0925270005686),22
POINT (28.986267999989 41.0879210005678),22
POINT (28.9978810082475 41.0965510057427),22
POINT (28.9862479999891 41.0862620005676),22
POINT (28.9953489999893 41.0821110005669),22
POINT (28.9890670000116 41.086336999115),22
POINT (28.9945539999892 41.0851480005674),22
POINT (28.9784149999889 41.0790010005664),22
POINT (28.9561499999884 41.0575140005629),22
POINT (28.693827999976 41.0703190005645),7
POINT (29.0996650000112 41.1482709991137),10
POINT (29.0335089852555 41.0923329896446),28
POINT (29.1002119999914 41.0603890005635),10
POINT (29.0680749791462 41.1733149883579),28
POINT (29.1680650171743 41.059459040366),10
POINT (29.0156380000115 41.0247919991164),35
POINT (28.9303729999876 41.0758750005659),17
POINT (28.8926909999861 41.1772090005822),17
POINT (28.9331589999878 41.0292920005584),17
POINT (28.9234829999875 41.0371050005596),17
POINT (28.6714390024024 41.0555430430869),16
POINT (28.6822809625172 41.0311749922119),16
POINT (28.656473000004 41.0229319991159),16
POINT (28.6846599999755 41.0190470005563),16
POINT (28.6952349999764 41.004605000554),16
POINT (29.2914400393321 40.9178870245289),26
POINT (29.292914999994 40.9146660005404),26
POINT (29.2751899999939 40.9072860005392),26
POINT (29.3042919666611 40.874390973467),26
POINT (29.3041109999943 40.868411000533),26
POINT (29.3054209999942 40.9236230005418),26
POINT (29.2816529999939 40.9222050005415),26
POINT (29.2659669999938 40.9194670005411),26
POINT (29.286618999994 40.8832690005354),26
POINT (28.9892970000116 41.0317269991161),12
POINT (28.9638389999886 41.0489640005616),12
POINT (28.9698819999888 41.0279080005582),12
POINT (29.2391219999936 40.8816410005351),26
POINT (29.2486939999937 40.8761390005343),26
POINT (29.2612719999938 40.8871210005359),26
POINT (29.2709830409773 40.915689022213),26
POINT (29.1310550403385 40.9175549864562),25
POINT (28.9765439601944 41.0517789662667),30
POINT (29.1280620000109 40.995006999117),2
POINT (28.9598230041448 41.0356410231378),12
POINT (29.1725249999922 41.1609300005798),10
POINT (28.3201679999095 41.4631560006268),13
POINT (29.0336000000115 41.1166999991144),28
POINT (29.1097309755208 41.0359520008454),34
POINT (28.8903199999866 40.9941530005527),6
POINT (28.8491579999851 40.9870580005515),6
POINT (28.8589089999855 40.9817460005507),6
POINT (28.8623499999856 40.9764370005499),6
POINT (28.8534079521588 40.9774389598715),6
POINT (28.9636569999886 41.0595690005632),22
POINT (28.978104999989 41.0358170005595),12
POINT (28.8071800431334 41.121586958016),7
POINT (29.1846449999927 41.0030630005544),34
POINT (29.1149699999917 41.0173900005567),34
POINT (28.9927479891584 41.0399129565915),30
POINT (28.9965449944872 41.0564439742684),30
POINT (28.9649918617765 41.0580298299772),30
POINT (28.9665709999887 41.0557670005627),30
POINT (29.0409899999904 41.0221050005573),35
POINT (29.0145690228061 41.1116889593531),28
POINT (29.2430930278158 40.9675919939954),27
POINT (29.0706200364595 41.0580969589895),35
POINT (29.078712999991 41.0661510005644),10
POINT (29.0419569999904 41.0213840005572),35
POINT (29.0066589999895 41.0966770005692),9
POINT (29.0143049999897 41.0777860005662),9
POINT (29.0078149999896 41.0480270005615),9
POINT (29.0220589999898 41.0893410005681),9
POINT (29.0841935000113 41.0250331991163),34
POINT (29.063028975804 41.0399469713111),35
POINT (28.9535639804711 41.0117110163529),18
POINT (28.9467949887932 41.0120689578145),18
POINT (28.927673039556 41.0207939614907),18
POINT (28.9589580389738 41.0204249718478),18
POINT (28.9278099898371 41.0207130094758),18
POINT (28.9497580054058 41.0107859575881),18
POINT (28.974677999989 41.0022970005541),18
POINT (29.1591009999923 41.025984000558),34
POINT (29.1582820000107 41.0229669991164),34
POINT (29.1027359999915 41.0270960005582),34
POINT (29.0985069999914 41.0203240005571),34
POINT (29.0962709999913 41.0519490005621),34
POINT (29.1001199999914 41.0507240005619),34
POINT (28.9689249999888 41.0292180005584),12
POINT (28.9926539999893 41.0346560005593),12
POINT (28.9894214227681 41.0397488248639),12
POINT (28.9467703657422 41.0491176151061),12
POINT (29.1660140000106 41.0125909991166),34
POINT (29.1693829999925 41.0113180005557),34
POINT (29.1770170000105 41.0065079991167),34
POINT (29.0661349999909 41.0071300005549),35
POINT (28.8770819748065 41.0579319803787),15
POINT (29.0729210000106 41.0347119991157),35
POINT (29.261449007008 40.9756559939606),31
POINT (29.1039800346077 41.0323599803118),34
POINT (28.9864899732797 41.0372719737935),12
POINT (28.6340500281334 41.0384440061741),16
POINT (29.2678209939134 41.1823079583843),10
POINT (29.389364000008 40.8846739991193),33
POINT (29.3244719999945 40.8356890005279),33
POINT (29.4165029999952 40.9240290005419),33
POINT (29.3060969999943 40.8408890005287),33
POINT (29.3028769999943 40.8480980005298),33
POINT (28.8509369620156 41.056289071759),4
POINT (28.8229769999838 41.0361730005594),4
POINT (28.8493119999849 41.0426040005604),4
POINT (28.8715959999858 41.033552000559),4
POINT (28.8178049999836 41.0309250005585),4
POINT (29.2662369999933 41.1603710005797),10
POINT (28.762520021172 41.0522740449847),24
POINT (29.1640920000106 40.903174999119),23
POINT (29.1801329840111 40.8875980251476),23
POINT (29.2096469999932 40.8901560005365),23
POINT (29.2069979999932 40.9010160005382),23
POINT (29.2001640592173 40.896472971538),23
POINT (29.2158389999932 40.9271410005423),23
POINT (29.2060199999932 40.8897300005363),23
POINT (29.192501999993 40.8932730005369),23
POINT (29.1906780030154 40.9016340203763),23
POINT (29.3044979870927 40.9393600156976),26
POINT (29.1541459999923 41.0048760005547),34
POINT (29.0977769999913 41.0495910005618),34
POINT (29.0954069651285 41.0515159858732),34
POINT (28.9485859999882 41.0627000005637),12
POINT (28.9501299569928 41.0502209556695),12
POINT (28.9666419999887 41.0325110005589),12
POINT (28.9627189999886 41.0508390005619),12
POINT (29.0860149999912 41.0276280005582),34
POINT (29.1293279999919 41.0245340005577),34
POINT (29.0912869814757 41.0523060141823),34
POINT (29.0901839999912 41.0654380005643),34
POINT (28.6816039561032 41.0282200270868),16
POINT (28.8464269774315 41.0459629717953),4
POINT (29.2355159999935 40.8823170005352),26
POINT (29.2628549999938 40.8891790005363),26
POINT (29.5179360000065 41.1711399991132),29
POINT (28.0483189997747 41.0488300005553),37
POINT (29.1774069999925 41.0450150005611),38
POINT (29.0793289999911 41.0350310005594),35
POINT (29.0738739999911 40.9984430005536),2
POINT (29.0906999999913 41.0145300005562),34
POINT (29.1165619999917 41.020079000557),34
POINT (29.1130269999916 41.0144590005561),34
POINT (28.824135999984 41.0132360005557),5
POINT (28.8210460016031 41.001695981643),5
POINT (28.8623649999855 41.0131340005557),5
POINT (28.935325006771 41.0207160321744),18
POINT (28.9279930137094 41.0202160413789),18
POINT (28.9393050000108 41.0019969991165),18
POINT (29.0111479999898 41.0257190005579),35
POINT (29.0524500466566 41.0191980305586),35
POINT (29.0984089999912 41.1230320005736),10
POINT (29.0059719787616 41.0909099875963),9
POINT (29.0262909860251 41.0765780152694),9
POINT (29.0304429600532 41.0667119753958),9
POINT (29.0118830000116 41.043233999116),9
POINT (29.02432399999 41.0480770005615),9
POINT (29.0339069999902 41.0535540005624),9
POINT (29.0363009696914 41.0597459728953),9
POINT (29.3085149999944 40.8285760005268),33
POINT (29.2621369999938 40.887287000536),26
POINT (29.2651119999938 40.9175220005408),26
POINT (29.2307979999935 40.8838850005354),26
POINT (29.1773330309031 40.9174250168299),23
POINT (29.2057460000102 40.8835319991194),23
POINT (29.2189369999933 40.9144600005403),23
POINT (29.1663519999926 40.9109650005398),23
POINT (29.1607189999926 40.91267800054),23
POINT (29.1575179999925 40.9121290005399),23
POINT (29.1922219517495 40.8949249635321),23
POINT (29.5780309593585 41.1397530042065),29
POINT (29.2293059999932 41.0156910005564),27
POINT (29.2250749999932 40.9898120005523),27
POINT (29.4898299859541 41.0634040216033),29
POINT (29.1297639999919 41.0225400005574),34
POINT (28.9957910075358 41.0661640126978),30
POINT (29.1478909999919 41.1432510005769),10
POINT (29.0919960371798 40.992752985205),2
POINT (29.1747069999926 40.9859640005517),2
POINT (29.1424289896016 40.9802850043946),2
POINT (29.1198389999919 40.9686460005489),2
POINT (29.1143489999918 40.9762820005501),2
POINT (29.1730919999926 40.9827680005511),2
POINT (29.1200119999919 40.9737370005497),2
POINT (29.095798000011 40.9865089991172),2
POINT (28.6476589999711 41.0157650005548),16
POINT (28.6995049999766 41.0251180005573),16
POINT (28.6556089999728 41.0742690005651),16
POINT (28.655240999973 41.0200540005564),16
POINT (28.6790478450911 41.0109957872229),16
POINT (28.6529680164893 41.0313089807854),16
POINT (28.8272039999841 41.0095690005551),5
POINT (28.8554329999853 41.0105970005553),5
POINT (28.848256999985 40.996300000553),5
POINT (29.0622249999908 41.0218880005574),35
POINT (29.1454280000109 41.0948619991148),10
POINT (29.0633060000115 41.1777109991131),28
POINT (29.2546199999934 41.0225530005575),27
POINT (29.2419780003764 40.9628749783485),27
POINT (29.2367890000099 40.9867829991171),27
POINT (29.1231949999915 41.1403400005764),10
POINT (29.1458039735573 41.1345469577253),10
POINT (29.1820889999923 41.1468050005775),10
POINT (29.0792349999908 41.1451260005771),10
POINT (29.0483249777268 41.1177969728884),28
POINT (28.8920870000112 41.0637479991155),8
POINT (28.8099539669826 41.0086229768121),5
POINT (28.8543219999852 41.0084620005549),5
POINT (28.8670709999857 40.9996830005536),5
POINT (29.0433989999903 41.0671410005646),9
POINT (29.0429799999903 41.0766040005661),9
POINT (29.0803639999911 41.0299580005586),35
POINT (29.3385639999945 40.8800660005349),33
POINT (29.0910079999915 40.9554980005468),21
POINT (29.0440549999905 40.9954430005531),21
POINT (29.0337569999902 40.9921930005525),21
POINT (29.0376819999905 40.969707000549),21
POINT (28.8731039999858 41.0378540005597),15
POINT (29.064472999991 40.9641920005481),21
POINT (29.0817219999913 40.9598780005474),21
POINT (29.0484559999906 40.9859910005516),21
POINT (29.0778649999912 40.9784910005504),21
POINT (29.0870979999914 40.9659600005484),21
POINT (28.9091730117655 41.0149870000347),36
POINT (29.0980069999916 40.9580430005472),21
POINT (29.0943700000111 40.9557649991178),21
POINT (28.8936940018187 41.069722030076),8
POINT (28.940366428238 41.0065388317745),18
POINT (28.9509179999883 41.0228460005574),18
POINT (29.0083599999896 41.0680680005646),30
POINT (29.2223849999931 41.0239460005577),38
POINT (29.1475508963506 41.027394388908),34
POINT (29.137779999992 41.0136090005561),34
POINT (28.6801399999751 41.0320010005584),16
POINT (29.2617079999937 40.9241260005418),26
POINT (28.6675509999741 41.0275730005576),16
POINT (28.6754369999747 41.0199310005564),16
POINT (28.6279079999703 41.0541580005618),16
POINT (28.6959409999763 41.0314920005584),16
POINT (28.6906020431149 41.0359119965741),3
POINT (28.6900449999759 41.0396810005596),16
POINT (28.6640129999738 41.0259340005574),16
POINT (28.6648009999739 41.0200390005564),16
POINT (29.195181999993 40.8994940005379),23
POINT (29.192310999993 40.9176600005408),23
POINT (29.2274969999933 40.9228240005417),23
POINT (28.6468839999722 41.0359070005589),16
POINT (28.6743659999746 41.0336980005586),16
POINT (29.2994699999941 40.9138480005402),26
POINT (29.3174889999943 40.9308170005429),26
POINT (29.2540049999937 40.892988000537),26
POINT (29.2282179999934 40.8924090005368),26
POINT (29.2554199999937 40.8989040005378),26
POINT (29.2680159999938 40.9046870005388),26
POINT (28.7946659361608 40.9937011366325),24
POINT (28.7691519856693 40.9863185729146),24
POINT (28.7443857704781 40.9778794405347),3
POINT (28.9747757189424 41.0673180290763),22
POINT (28.8628392281633 40.9948845198573),6
POINT (28.8334612629574 40.9924218996683),6
POINT (28.9097880330604 41.0157752123756),36
POINT (29.0558739962095 40.9983609238419),21
POINT (29.0296699674889 41.0702310040321),9
POINT (29.0289579999901 41.0523700005622),9
POINT (29.02860299999 41.0767440005661),9
POINT (29.0645390416257 40.9981960151276),35
POINT (29.3408970000087 41.0869849991151),38
POINT (29.3409670398192 41.0813649977714),38
POINT (29.2602790207329 40.9853280456328),31
POINT (28.7551020304385 41.1859880044807),1
POINT (28.6797479999738 41.3397410006084),1
POINT (28.9561329552746 41.0787915844351),17
POINT (29.6637030000045 41.0689909991154),29
POINT (28.2971269806091 41.475868995379),13
POINT (28.1842529998553 41.4108330006166),13
POINT (28.4633109999469 41.1412930005751),13
POINT (28.460264980117 41.2233169753399),13
POINT (28.4814540409574 41.2734389853182),13
POINT (29.5913109999964 41.1626380005802),29
POINT (29.1157609999917 41.0093850005553),34
POINT (28.9872349999892 41.0547480005625),30
POINT (28.9855269999891 41.0683500005647),30
POINT (29.1130629999916 41.0364910005597),34
POINT (29.1009489999914 41.0341570005593),34
POINT (29.1050839603896 41.0305569600878),34
POINT (28.8256099897759 41.0558690287277),4
POINT (29.1471889693758 41.0075599730367),34
POINT (29.1081799999916 41.0067030005549),34
POINT (29.0964879999913 41.0331100005591),34
POINT (29.1551289999922 41.0224390005574),34
POINT (29.139056999992 41.0091020005553),34
POINT (29.1448639999922 40.9469190005454),25
POINT (29.0085099999896 41.0891450005681),9
POINT (28.917907999987 41.1509040005779),17
POINT (28.6908879999761 41.0040850005539),16
POINT (29.1438620112404 41.1377849878427),10
POINT (29.0311400490301 41.1239849717621),28
POINT (29.2294709999934 40.9227510005416),23
POINT (29.2374879999935 40.9222080005415),23
POINT (29.2368129577236 40.9087379756226),23
POINT (29.2309379681822 40.911981968681),23
POINT (29.2264629999934 40.9133920005401),23
POINT (29.2194189999932 40.9345710005435),23
POINT (29.1724539999925 40.9866420005518),2
POINT (29.1141739999917 40.9782920005503),2
POINT (29.0917669999914 41.0016440005541),2
POINT (28.7908199999824 40.9933130005525),24
POINT (29.0872799999913 41.0058250005547),2
POINT (29.1137799999917 40.9789880005505),2
POINT (29.1381819581081 40.9862419725578),2
POINT (29.1432899999922 40.9481270005456),25
POINT (28.8948478900112 41.0398441491159),8
POINT (28.9723839899931 41.0711349768757),22
POINT (29.1559109999923 40.9872350005519),2
POINT (28.6608220000043 41.0393969991156),16
POINT (29.0573209820336 40.9980259826188),21
POINT (29.0246120262019 40.9945330301781),21
POINT (29.1401619999921 41.0004270005539),34
POINT (29.1680429999924 41.019813000557),34
POINT (29.1486489999922 40.9994960005538),34
POINT (29.1456309999922 41.0004400005539),34
POINT (29.0907179999913 41.0118670005557),34
POINT (29.1228809999918 41.0161020005564),34
POINT (29.1279069999919 41.0214070005573),34
POINT (29.1648739999924 41.0011480005541),34
POINT (29.0978629999913 41.051157000562),34
POINT (28.6637979999737 41.0260830005574),16
POINT (29.3635999930677 40.8403599684872),33
POINT (29.3047739999941 40.930966000543),26
POINT (29.2273129999934 40.8959480005374),23
POINT (29.3232799999943 40.9282280005425),26
POINT (29.3056719999942 40.9291980005427),26
POINT (28.6589229999733 41.0340670005587),16
POINT (29.280228999994 40.880808000535),26
POINT (29.2846109999939 40.9355960005436),31
POINT (28.6876829999756 41.0622180005632),7
POINT (29.0530979999907 40.9795220005506),21
POINT (28.9088839870801 41.01482800741),36
POINT (28.9197939781637 41.0238690213886),36
POINT (28.900200999987 40.982887000551),36
POINT (29.064790999991 40.9764790005501),21
POINT (29.0977069999916 40.9604920005476),21
POINT (29.0860419999913 40.9773740005502),21
POINT (28.7962360412805 40.968207028246),6
POINT (28.8936480187249 40.9935180070351),36
POINT (28.8516569999852 40.9862680005514),6
POINT (29.0963460000112 41.0255679991164),34
POINT (29.1299520000109 41.0199899991165),34
POINT (29.1294220000109 41.0203619991164),34
POINT (29.1297309999919 41.0224100005574),34
POINT (28.9950219999893 41.0794020005665),22
POINT (28.6476129999724 41.0134810005553),16
POINT (28.6037629999681 40.9917300005517),11
POINT (29.2748009999937 40.9931110005528),31
POINT (28.8359099999845 41.0145330005559),5
POINT (29.0922220000112 41.0107259991167),34
POINT (29.1055740148519 41.0265780394258),34
POINT (29.1287899999919 41.0154600005563),34
POINT (29.1279959999919 41.0119260005558),34
POINT (29.1254969999919 41.0065460005549),34
POINT (29.1244169999918 41.0033180005544),34
POINT (29.1494459999922 41.0044600005546),34
POINT (28.9603469999885 41.0717280005652),22
POINT (28.9717869999887 41.0930440005687),22
POINT (28.9734499999888 41.0664280005643),22
POINT (29.1798219999926 40.9860860005517),2
POINT (28.9536859999883 41.0522390005621),12
POINT (28.9678409999887 41.045685000561),12
POINT (28.9673129999887 41.0395550005601),12
POINT (28.9762809999889 41.0395970005601),12
POINT (29.1603050000106 40.9455209991181),25
POINT (28.8614979999854 41.0269800005579),20
POINT (28.8053500058313 41.0295775049597),24
POINT (29.0243630315659 40.9930690315259),21
POINT (29.0392829999904 41.0001370005538),21
POINT (29.0376819999904 40.9986940005535),21
POINT (28.8487109999849 41.0322920005588),4
POINT (28.6823023618539 41.0152694280233),16
POINT (28.6615629999734 41.0684790005641),16
POINT (28.6508919999725 41.0442080005602),16
POINT (28.6510779999726 41.0399370005596),16
POINT (28.6879552894458 41.0205480268811),16
POINT (28.6352880000027 41.0398609991155),16
POINT (28.6730809999746 41.0062840005542),16
POINT (28.6332379999707 41.073963000565),16
POINT (28.6390979999713 41.0748300005651),16
POINT (29.2922099999941 40.8991730005379),26
POINT (29.196178999993 40.9026290005384),23
POINT (29.190736999993 40.9039050005387),23
POINT (29.1849989999929 40.9071450005391),23
POINT (29.1471319999924 40.9017790005383),23
POINT (29.2609399999937 40.9071320005391),26
POINT (29.2785859999939 40.9044940005388),26
POINT (29.285795999994 40.9007320005381),26
POINT (29.3042329999942 40.874229000534),26
POINT (28.9723630000116 41.0824719991151),22
POINT (28.9798029906322 41.0267460164828),12
POINT (28.9609180099983 41.0529199746277),12
POINT (28.9850579651945 41.0410620363535),12
POINT (28.9846310362539 41.0379199938485),12
POINT (28.9876899999892 41.0353320005594),12
POINT (28.9911989999893 41.03917800056),12
POINT (28.9804239999891 41.026661000558),12
POINT (28.975021999989 41.0221300005573),12
POINT (29.1198960000111 41.1249619991142),10
POINT (28.9692049999886 41.0935680005687),22
POINT (28.9752119999888 41.0760840005659),22
POINT (28.9732249999888 41.0751660005658),22
POINT (28.6453979999722 41.0004980005532),11
POINT (29.0297349999901 41.057478000563),9
POINT (29.0286270385008 41.0522040130016),9
POINT (29.02635099999 41.0504820005619),9
POINT (29.0068549999896 41.0436150005607),9
POINT (29.0338459999901 41.076036000566),9
POINT (29.03013500553 41.0750920060019),9
POINT (29.0373899999902 41.0709870005652),9
POINT (29.0181489549912 41.0969240098971),9
POINT (29.074717999991 41.0112250005556),35
POINT (28.9760229999889 41.0357280005595),12
POINT (29.2479919999934 40.994271000553),27
POINT (29.0286959560398 41.2171339617106),28
POINT (29.2285409823526 40.9920339787518),27
POINT (28.9234719999871 41.1611220005796),17
POINT (29.040890005169 41.1891109649518),28
POINT (29.2169270212476 40.9812759878853),27
POINT (29.0466379999905 41.0284570005583),35
POINT (29.0462860292189 41.0074310110738),21
POINT (29.1496060429753 40.9150550436188),25
POINT (29.1361969999921 40.9857240005516),2
POINT (29.1815109999927 40.9847980005515),2
POINT (28.976676021009 41.0676889861396),30
POINT (28.9864219999891 41.0724050005654),22
POINT (28.982044999989 41.0754240005658),22
POINT (28.8291959999841 41.027907000558),4
POINT (29.0999759999914 41.0452200005611),34
POINT (29.1010319999914 41.0488650005616),34
POINT (29.1097829999916 41.032623000559),34
POINT (29.1100849999915 41.0362270005596),34
POINT (29.1073669999915 41.0433380005608),34
POINT (29.1052139999915 41.0439650005608),34
POINT (29.1075429999915 41.0480860005615),34
POINT (29.1070699999915 41.0208960005571),34
POINT (29.1039000000111 41.0171309991165),34
POINT (29.0683579999908 41.0524660005622),35
POINT (28.4633229999469 41.1414200005751),13
POINT (29.0116549797778 41.0254049833447),35
POINT (29.1556279799028 40.9112220400875),23
POINT (29.196784999993 40.9108330005396),23
POINT (28.9884260000116 41.0667109991154),30
POINT (28.7722700000007 41.1846029991112),1
POINT (28.992094002339 41.0664069605),30
POINT (28.9718199860981 41.0648499934304),30
POINT (28.9779219999888 41.0450460005609),30
POINT (29.0119019999897 41.0692270005649),30
POINT (29.0100909999897 41.0664010005644),30
POINT (29.2305839999929 41.1780110005825),10
POINT (29.0950439958964 41.1058699750105),10
POINT (28.9870189999887 41.0543970005621),30
POINT (28.9876474724082 41.0512382430161),30
POINT (28.9865539999892 41.0418960005604),30
POINT (28.9802350045366 41.0670369754566),30
POINT (28.9854629999891 41.0656480005643),30
POINT (28.9925609999892 41.0755220005659),30
POINT (29.0809539999911 41.0277990005583),34
POINT (28.975376999989 41.0171190005565),18
POINT (28.7272589999784 41.0700010005646),3
POINT (29.0696319999909 41.0146810005562),35
POINT (29.0732569999911 40.995100000553),35
POINT (28.6731099999744 41.0495270005612),16
POINT (28.6671909999734 41.04528100056),16
POINT (28.6717889999737 41.0632820005629),16
POINT (28.6700329999742 41.036297000559),16
POINT (28.6742609999746 41.0315030005583),16
POINT (28.6561808634248 41.0662300153708),16
POINT (28.6606469999735 41.0331460005585),16
POINT (29.2854439999941 40.8612510005319),26
POINT (29.2924039991755 40.8640109735432),26
POINT (29.2955029999942 40.8651500005325),26
POINT (29.2416159999936 40.8919010005367),26
POINT (29.1257059999918 41.0271230005582),34
POINT (28.8443149999847 41.0431920005605),4
POINT (28.9645679787297 41.0722520077708),22
POINT (28.9782849596361 41.0979170341179),22
POINT (28.9716469999886 41.10168900057),22
POINT (28.9811679999885 41.10218000057),22
POINT (28.9623569999884 41.071162000565),22
POINT (29.0055240000116 41.090058999115),22
POINT (28.9484289999883 41.0070680005548),18
POINT (29.048973865659 41.0210981656998),35
POINT (29.1388999999923 40.9199660005411),25
POINT (29.0942590000113 41.1396479991139),10
POINT (29.0785829999912 40.9902770005522),21
POINT (28.6607180428419 41.1140689853874),1
POINT (28.9561100311228 41.0387520334585),12
POINT (28.9574549999885 41.0370880005597),12
POINT (28.9502719999883 41.0400110005601),12
POINT (28.946124999988 41.0477530005612),12
POINT (28.9456869999879 41.0470950005611),12
POINT (29.0478989777596 41.1914050292792),28
POINT (29.2212209999931 40.9946380005531),27
POINT (29.2472829999934 40.9894450005522),27
POINT (28.810827999983 41.1010790005697),7
POINT (28.7472419999796 41.1061100005705),7
POINT (29.0774119999909 41.10089400057),10
POINT (29.1665539999922 41.0875740005679),10
POINT (29.1502769999921 41.0661070005645),10
POINT (29.161367999992 41.1450700005772),10
POINT (28.6612359999733 41.073759000565),7
POINT (29.0389030295817 41.153417986422),28
POINT (29.0491079686766 41.1784089875197),28
POINT (28.6650699800046 41.069931029115),7
POINT (28.8919849935315 41.0012030302245),6
POINT (28.8639865430697 40.9951912227039),6
POINT (29.0695040226922 41.2043969791704),28
POINT (28.9977410344407 41.0623160171201),30
POINT (28.9976237799053 41.0726112154484),30
POINT (28.9977689999893 41.0625890005638),30
POINT (28.9945189999894 41.0474000005614),30
POINT (28.6554329999729 41.061486000563),16
POINT (28.6773689999749 41.0333390005586),16
POINT (28.6264670000022 41.0597249991151),16
POINT (28.6389269999714 41.0614210005629),16
POINT (29.2805440000094 40.9996869991169),31
POINT (29.280301999994 40.8739570005339),26
POINT (29.2805370250679 40.8763520419332),26
POINT (29.2531459999937 40.9076170005392),26
POINT (29.2538190322697 40.9170580007167),26
POINT (29.2736429599822 40.9154200331442),26
POINT (29.1432189999921 41.0164520005565),34
POINT (29.2728399999939 40.8706890005335),26
POINT (29.2867250000093 40.8799879991194),26
POINT (29.2854420224397 40.8865320376601),26
POINT (29.3145969999942 40.9401500005445),26
POINT (29.067147999991 40.9861350005517),21
POINT (29.0948669999915 40.9576350005471),21
POINT (28.8955766775845 41.0103140995892),20
POINT (28.8863189999864 41.0170220005564),20
POINT (29.1870000000104 40.9611999991177),25
POINT (28.8666299999857 41.0112290005555),20
POINT (28.8713039999858 41.0368020005595),4
POINT (28.9001329999869 41.0153250005562),36
POINT (28.6123399999677 41.2773800005979),1
POINT (28.8509760143675 41.0160250312954),5
POINT (29.651997999997 41.0591130005634),29
POINT (29.1832439999926 41.0244520005578),38
POINT (29.1721190000106 41.0518779991158),38
POINT (29.3413130000087 41.088691999115),38
POINT (29.2828869999939 40.9540120005466),31
POINT (28.941250999988 41.0469730005613),12
POINT (28.9497629999882 41.0551580005625),12
POINT (28.9500769999882 41.063934000564),12
POINT (28.9594173757836 41.0519806170589),12
POINT (28.9828569999891 41.0447220005609),30
POINT (28.8225169999837 41.0679350005644),4
POINT (28.82121296613 41.0704910104677),4
POINT (28.8313089999841 41.0581010005629),4
POINT (28.8421639999847 41.0311120005586),4
POINT (28.8430129637745 41.0320609904127),4
POINT (28.8258559999839 41.065058000564),4
POINT (28.8257179999839 41.0552460005624),4
POINT (29.2567849999938 40.8742840005339),26
POINT (28.0829830451481 41.0804719789647),37
POINT (28.7950529999824 41.0714490005649),7
POINT (28.8096519999831 41.0754820005656),7
POINT (29.2593829999935 41.0216670005574),27
POINT (28.7270959999784 41.0808510005663),7
POINT (28.8538510414431 41.0243750443331),4
POINT (29.0179049999897 41.0739370005656),9
POINT (29.0544939999906 41.0482080005615),35
POINT (29.0514069999906 41.0101680005554),35
POINT (29.0560919744227 41.0148090191662),35
POINT (29.0212679999899 41.0067000005548),35
POINT (29.0856119999912 41.0180740005567),34
POINT (29.0792239999911 41.013655000556),35
POINT (29.0821109999912 41.0131050005559),35
POINT (29.0844719999912 41.0104440005555),35
POINT (29.0494609999905 41.0326500005591),35
POINT (29.0171189999899 41.0253790005578),35
POINT (28.9450679999881 41.0493150005616),12
POINT (29.2417379966184 41.0658800278045),38
POINT (29.1546429999923 41.0164740005565),34
POINT (29.1692239999924 41.0184580005568),34
POINT (29.1767991844078 41.016988807856),34
POINT (29.1816453864538 41.0154089310238),34
POINT (29.134774004292 41.0134290414213),34
POINT (29.1317909999919 41.0142890005561),34
POINT (29.0922429999913 41.0097670005554),34
POINT (29.1006209999915 41.0152590005563),34
POINT (29.1001829999915 41.0118220005558),34
POINT (29.1478909739951 41.1431640049774),10
POINT (29.0375729999901 41.0928100005686),28
POINT (28.8133649999833 41.0684370005645),7
POINT (28.7000919999765 41.0690420005643),7
POINT (29.2671809999933 41.1651610005805),10
POINT (29.0783610000113 41.0666439991154),10
POINT (29.309239986918 40.9326020098457),26
POINT (29.2829219627312 40.9588789727538),31
POINT (29.2916010459355 40.9508939842001),31
POINT (28.6848029999755 41.0254490005573),16
POINT (28.6806649999751 41.0335990005587),16
