geometry,name
POINT (29.2747839999937 40.993571000553),31
POINT (29.2797559999938 40.9540400005466),31
POINT (29.2648959999936 40.9962060005533),31
POINT (29.2486779999935 40.9721160005494),31
POINT (29.2611249999936 40.9687500005489),31
POINT (29.296734999994 40.956107000547),31
POINT (29.2784750405864 40.9398000262902),31
POINT (29.2819319999939 40.9551270005468),31
POINT (28.8612549999854 41.0340740005591),4
POINT (29.2611350000096 40.898397999119),26
POINT (29.2388209999936 40.8815210005351),26
POINT (29.2567419999937 40.9177590005408),26
POINT (28.7762339999815 41.028266000558),24
POINT (28.7699480000089 40.986195999117),24
POINT (28.7907649999823 41.0238500005573),24
POINT (28.7964559999826 41.0248630005575),24
POINT (28.7927569999823 41.0414500005601),24
POINT (28.8037569999829 41.0459970005609),24
POINT (28.7724759999813 41.0381950005596),24
POINT (28.7778029999815 41.0539620005621),24
POINT (28.8504670080922 41.1171040371549),32
POINT (28.8908549999859 41.097921000569),32
POINT (28.8786419999858 41.107864000571),32
POINT (28.8783609999858 41.1086450005711),32
POINT (28.8579349999851 41.1070760005708),32
POINT (28.8737279999857 41.0825140005669),32
POINT (28.8665859999855 41.0882230005677),32
POINT (28.8658719999854 41.0881860005678),15
POINT (28.8645329999854 41.0909320005682),32
POINT (29.0240020361721 40.9948659606866),21
POINT (28.7685139999812 41.0133350005556),24
POINT (28.7688979999812 41.0135530005556),24
POINT (28.7713560000089 41.0010389991166),24
POINT (28.8053879999829 41.0496150005615),24
POINT (28.7491919999799 41.0510720005616),24
POINT (28.7737209999813 41.0447420005607),24
POINT (28.7776179999816 41.0315840005586),24
POINT (28.7976529999827 41.0191750005566),24
POINT (28.7978309999823 41.0190490005564),24
POINT (28.8065459999826 41.060717000563),24
POINT (28.7892989999822 41.0434740005604),24
POINT (28.7914179999824 40.9953390005527),24
POINT (28.7751919999814 41.0404540005599),24
POINT (28.7677139999812 40.9877140005515),24
POINT (28.803048999983 41.0090860005549),24
POINT (28.7955549999826 40.9951090005527),24
POINT (28.7949060000095 40.9953579991168),24
POINT (28.8062979999832 41.0009720005537),24
POINT (28.8374949999841 41.1295820005744),32
POINT (28.8612459999852 41.1076910005709),32
POINT (28.8614599999852 41.1075420005709),32
POINT (28.8517259999848 41.114366000572),32
POINT (29.2970969999941 40.9230150005417),26
POINT (29.2726489999939 40.8856560005357),26
POINT (29.403090999995 40.9901630005524),26
POINT (29.285431999994 40.9136080005402),26
POINT (29.3362439999944 40.9535220005465),26
POINT (29.4589320000072 40.9813959991173),26
POINT (29.2741299745074 40.8972660100907),26
POINT (29.2710029999939 40.8720860005336),26
POINT (29.2721059999939 40.893192000537),26
POINT (29.3006689999941 40.9290900005427),26
POINT (29.2954689630448 40.9019159869089),26
POINT (29.3259179999943 40.9362990005438),26
POINT (29.2856949999939 40.9200290005413),26
POINT (29.2604929999938 40.8919910005368),26
POINT (29.2575739999937 40.9077780005393),26
POINT (29.2675659999938 40.8914150005367),26
POINT (29.2373909999935 40.8876740005361),26
POINT (28.9388579999879 41.0673560005645),17
POINT (29.0948159722971 41.1415029936356),10
POINT (28.988961037277 41.1110399991419),28
POINT (28.6716879999742 41.0793030005659),7
POINT (28.9812700040331 41.1807750088973),28
POINT (29.2626619999938 40.8925480005369),26
POINT (29.2619089999938 40.8727020005337),26
POINT (29.2584279999938 40.8911770005366),26
POINT (29.3051459999942 40.9235670005418),26
POINT (29.2904999999941 40.8662280005327),26
POINT (29.2553879999936 40.9006990005381),26
POINT (29.2864889645438 40.8784720380623),26
POINT (29.2984039999942 40.867765000533),26
POINT (29.285995999994 40.9009260005381),26
POINT (29.3240409999943 40.9334630005434),26
POINT (29.3627719999947 40.9363420005438),33
POINT (29.2725579999939 40.9014390005382),26
POINT (28.9054919999871 40.9863630005515),36
POINT (29.0853959717563 41.0390240260429),35
POINT (29.0853470047209 41.0432340269978),35
POINT (28.8429189999848 40.9950920005528),5
POINT (28.8228049999839 40.997149000553),5
POINT (28.846915999985 40.9996120005535),5
POINT (28.6211539999692 41.1468510005767),1
POINT (29.0990759999915 40.9562590005468),21
POINT (29.0753449941879 40.9632770072895),21
POINT (29.0363319999904 40.9937590005528),21
POINT (29.0416499999905 41.0020760005542),21
POINT (29.0326589595423 40.9994199854258),21
POINT (28.664848999974 40.9801240005501),11
POINT (28.660232982408 41.0076699917146),11
POINT (28.6228079999701 40.9914630005518),11
POINT (28.1849169998584 41.0787140005624),37
POINT (28.8770069999855 41.1876740005839),17
POINT (28.8232459999832 41.2291390005906),17
POINT (29.1525509999924 40.9344740005434),25
POINT (29.1428059999923 40.9429740005448),25
POINT (29.1397759999922 40.9677600005488),25
POINT (29.1394889316982 40.9679658163356),25
POINT (29.1720069565515 40.9616839863618),25
POINT (28.7675129999812 40.9942790005526),24
POINT (29.0936699999915 40.9607120005476),21
POINT (29.1608999999922 40.9436080005447),25
POINT (29.1596219999925 40.9427630005448),25
POINT (29.1601130000106 40.946881999118),25
POINT (29.1626209999925 40.9496320005458),25
POINT (29.1519359999924 40.9438740005449),25
POINT (29.1515190000107 40.9437469991181),25
POINT (29.1492939999924 40.9219880005415),25
POINT (29.1457919999924 40.918847000541),25
POINT (29.1582959999925 40.9444460005451),25
POINT (29.1340139999921 40.9447070005451),25
POINT (29.1312449999921 40.9454740005451),25
POINT (29.128188999992 40.9504790005459),25
POINT (29.1730409999927 40.9333270005432),25
POINT (29.1244759999919 40.9701470005491),25
POINT (29.129010999992 40.9713830005493),25
POINT (29.1206419999919 40.9560070005469),25
POINT (29.1218559999919 40.9537810005465),25
POINT (29.0639769999909 40.9830890005512),21
POINT (29.0904959999914 40.9789660005505),21
POINT (29.1273710175418 41.1242759883826),10
POINT (29.156877977203 41.1435510210206),10
POINT (28.6665310000046 41.0759649991149),7
POINT (28.8643350378218 40.9956209961814),5
POINT (28.8644089556479 40.9956439696816),5
POINT (28.8499429789198 41.010471004412),5
POINT (28.8597799999854 41.0170820005563),5
POINT (28.8350169999844 41.0179350005565),5
POINT (28.8352069999844 41.0177180005565),5
POINT (28.8286309999841 41.0198060005567),5
POINT (28.8247139999839 41.0201250005567),5
POINT (28.824828999984 41.0141780005558),5
POINT (28.8276579999841 41.0068080005546),5
POINT (28.8269319999841 41.0002870005536),5
POINT (28.8273629999841 40.9980860005533),5
POINT (28.8275339999841 40.9979380005533),5
POINT (28.848592999985 41.0187420005566),5
POINT (28.848872999985 41.0188360005566),5
POINT (28.9138269999872 41.033329000559),8
POINT (28.9125519999872 41.033283000559),8
POINT (28.7994929999823 41.1425170005764),7
POINT (29.3594700000084 40.9081579991189),33
POINT (29.3105849999944 40.8285760005268),33
POINT (29.292894999994 40.9269190005423),26
POINT (29.296836999994 40.9388420005442),26
POINT (29.2658790000095 40.901315999119),26
POINT (29.1995859999931 40.8899620005364),23
POINT (29.2427239999935 40.9220080005415),23
POINT (29.2217939999933 40.9092730005395),23
POINT (29.1748549999925 41.0340730005593),38
POINT (28.825969999984 41.0181180005565),5
POINT (28.8707179999859 41.0063770005547),20
POINT (28.8296229999842 40.9937030005526),5
POINT (28.8295749999842 40.9929030005524),5
POINT (28.8727399999859 41.0071990005548),20
POINT (28.8529509999852 40.9952120005528),5
POINT (28.8523100059878 40.9943550435848),5
POINT (28.8709020446248 41.0022577576412),5
POINT (28.8883219999863 41.0629990005637),8
POINT (28.8849609999862 41.0737110005654),8
POINT (28.9112089999871 41.0467760005612),8
POINT (28.9043499999869 41.033493000559),8
POINT (29.0937920000111 40.9603889991177),21
POINT (29.0961299999915 40.9578340005472),21
POINT (29.0267890000115 40.9971989991169),21
POINT (29.0299589999902 41.0001990005538),21
POINT (29.0347699999903 41.0031400005543),21
POINT (29.0366999999904 41.0030860005542),21
POINT (29.0443639999905 41.0023270005542),21
POINT (29.0718779925247 40.9927349636481),21
POINT (29.0882699999913 40.9861220005516),21
POINT (29.0876469999913 40.9860650005516),21
POINT (29.0987739999914 40.9749130005498),21
POINT (29.1017159999916 40.9713840005493),2
POINT (29.1019369885269 40.9692029817363),21
POINT (29.1045459999917 40.9640840005482),21
POINT (29.0778119723334 40.9759119644047),21
POINT (29.0559769999908 40.9808060005507),21
POINT (29.0590459999909 40.969724000549),21
POINT (29.0634189999909 40.9746300005498),21
POINT (28.7622830380225 41.0522699686692),24
POINT (28.7623989781242 41.0522720245142),24
POINT (28.7627589860856 41.0522299598246),24
POINT (28.6674629999743 40.9791380005499),11
POINT (28.6713319999746 40.9783650005498),11
POINT (28.8322089999836 41.2207700005892),17
POINT (28.9273759999875 41.0931590005687),17
POINT (28.8588149517026 41.2571239641554),17
POINT (28.9379309999877 41.1340700005752),17
POINT (28.9532739999883 41.070188000565),17
POINT (28.9572249999884 41.0743580005656),22
POINT (28.9560509999883 41.0774440005661),17
POINT (28.8094439999823 41.2791670005987),17
POINT (28.9282289999873 41.1475960005775),17
POINT (28.9213019716062 41.0063930076963),18
POINT (29.149690011861 40.9425150192166),25
POINT (29.1492079999923 40.9426220005447),25
POINT (29.1433979999923 40.9411870005445),25
POINT (29.1514499999924 40.9242210005419),25
POINT (29.1517009937195 40.9558210350938),25
POINT (28.9042909999869 41.0423480005605),8
POINT (28.9160479999873 41.0310040005586),8
POINT (28.9161109999873 41.0311710005587),8
POINT (28.908441999987 41.0471170005612),8
POINT (28.8952839999866 41.0631700005638),8
POINT (28.8931310129863 41.0599789894656),8
POINT (28.8964309999866 41.0557160005626),8
POINT (28.8991389999867 41.0491490005615),8
POINT (28.9185169999874 41.0322330005589),8
POINT (29.0455219999905 41.0256190005579),35
POINT (29.0425789999904 41.0234700005575),35
POINT (29.0838169999912 41.0106310005555),35
POINT (29.0596060033715 41.0406800218941),35
POINT (29.0647169756725 41.027171990221),35
POINT (29.0438789999904 41.0384390005599),35
POINT (29.0315319938426 41.0599469946386),9
POINT (29.0406899999903 41.0640790005641),9
POINT (28.8252059999838 41.0618390005634),4
POINT (28.8323859999841 41.0618530005635),4
POINT (28.8405559999845 41.0439660005607),4
POINT (28.8949619999865 41.0576660005629),8
POINT (28.8855829999863 41.0495200005616),8
POINT (28.8914919999865 41.0369500005596),8
POINT (28.9105039999871 41.0400010005601),8
POINT (28.9112199999871 41.03918400056),8
POINT (28.8831109999861 41.0721750005652),8
POINT (28.8941485658973 41.0398594997502),8
POINT (28.8942142800112 41.0401830691159),8
POINT (28.9233639887599 40.9887550316553),18
POINT (28.9680729999888 41.0186940005567),18
POINT (28.934989999988 41.001627000554),18
POINT (28.7287949999784 40.98152800055),3
POINT (28.7223519999784 40.985230000551),3
POINT (28.7457535641479 40.978284924332),3
POINT (29.1636409999926 40.9357260005437),25
POINT (29.1684600216032 40.9468379816732),25
POINT (28.9129839999871 41.0696540005649),19
POINT (28.9108229999871 41.0543660005624),19
POINT (29.1340019999922 40.9237480005417),25
POINT (28.8382049999844 41.0533680005621),4
POINT (28.8399789999845 41.0519910005619),4
POINT (28.8210249999837 41.0443710005606),4
POINT (28.793259999981 40.9997710005527),24
POINT (28.7690059999804 41.0204230005562),24
POINT (28.785474999982 41.0452610005607),24
POINT (28.785562999982 41.0454850005608),24
POINT (28.7906629999822 41.034397000559),24
POINT (28.7979289999827 41.0003910005536),24
POINT (28.7573079999803 41.0562680005624),24
POINT (28.7576309999804 41.0557530005624),24
POINT (28.7792459999818 41.0076190005547),24
POINT (28.807496999983 41.0534880005621),24
POINT (28.7876469999822 41.016078000556),24
POINT (28.7574209999799 41.0509740005613),24
POINT (28.7873439999821 41.0274490005579),24
POINT (28.7931049999823 41.0477480005611),24
POINT (28.7932429999824 41.0473020005611),24
POINT (28.8642429999853 41.0909280005682),32
POINT (28.8633869999853 41.0953090005689),32
POINT (28.7109629999773 41.0699960005645),3
POINT (28.8699129999856 41.0948660005689),32
POINT (28.8700329739717 41.0948960116991),32
POINT (28.8703779999856 41.0885140005678),32
POINT (28.8951510106344 41.1080639846665),32
POINT (28.8949649999864 41.1080340005709),32
POINT (28.8895189999862 41.1022230005701),32
POINT (28.8908999999863 41.1049060005705),32
POINT (28.8928316147434 41.0951686365822),32
POINT (28.8962669999864 41.1060150005707),32
POINT (28.8985399999865 41.10180800057),32
POINT (29.1415699999923 40.9287350005426),25
POINT (28.7836209999818 41.059089000563),24
POINT (28.7772279999817 40.9977160005531),24
POINT (28.8681219999856 41.0616030005635),15
POINT (28.8705000000109 41.0543599991157),15
POINT (28.8692779999857 41.0562740005626),15
POINT (28.8722439747181 41.0551349972458),15
POINT (28.872334965117 41.0549609897269),15
POINT (29.1684580344348 40.960715030407),25
POINT (29.1623929999925 40.9473560005455),25
POINT (28.8406549999846 41.0441010005606),4
POINT (28.8441250000105 41.0443579991158),4
POINT (28.8453189598471 41.0480529921928),4
POINT (28.8451759999847 41.0479770005612),4
POINT (28.8486189999849 41.0428240005605),4
POINT (28.8486899999849 41.0428390005605),4
POINT (28.8526159999851 41.0377210005596),4
POINT (28.8551740111665 41.0566270275792),4
POINT (28.8549259564522 41.0595909803043),15
POINT (28.8562959999851 41.0659670005641),4
POINT (28.8550650000107 41.0671569991154),4
POINT (28.8553599999851 41.0697930005648),4
POINT (28.8588859999854 41.0199350005568),4
POINT (28.8571280349889 41.0266749674756),4
POINT (28.8567359999852 41.0305990005585),4
POINT (28.8606799999854 41.033570000559),4
POINT (28.8830079999863 40.9908050005522),6
POINT (29.0357490417259 41.1769190123598),28
POINT (29.1953399999928 41.0076050005551),27
POINT (29.2177909999931 41.0083740005552),27
POINT (28.8390040000105 41.0546019991156),4
POINT (28.8388740000105 41.0543169991156),4
POINT (28.8424139999846 41.0556720005625),4
POINT (28.8508919990054 41.0554609885117),4
POINT (28.8593079999853 41.0395340005599),4
POINT (28.8426259999847 41.0345290005591),4
POINT (28.8396370001955 41.0345670364269),4
POINT (28.8396539999845 41.0344470005591),4
POINT (28.8271409690882 41.0316070394194),4
POINT (28.8299979999841 41.0521810005619),4
POINT (28.8304199999841 41.0489240005614),4
POINT (28.8339539999843 41.0365110005594),4
POINT (28.8352779999844 41.0291370005582),4
POINT (28.8363579999844 41.0257730005577),4
POINT (28.8362289999844 41.0257050005577),4
POINT (28.8206539999836 41.0635800005638),4
POINT (29.0829089906206 41.0449309579819),35
POINT (29.0659840171947 41.0628919922778),35
POINT (29.0818769680857 41.0646619890737),35
POINT (29.0624669735081 40.9999709711047),35
POINT (28.6972019999765 40.9995180005532),3
POINT (28.7750359999814 41.04069600056),24
POINT (28.7490799999798 41.0572570005626),24
POINT (28.7880050000094 41.0516299991156),24
POINT (28.8038199999828 41.0574800005627),24
POINT (29.1598120000106 40.9467479991181),25
POINT (28.7760919999816 41.015867000556),24
POINT (28.8676339999856 41.045876000561),15
POINT (28.8678079999856 41.045971000561),15
POINT (28.8821083491047 41.0485112046043),15
POINT (28.8898959799209 41.023246012129),15
POINT (28.8757219999857 41.0489590005613),15
POINT (28.8652379999855 41.0510370005618),15
POINT (28.8991580006684 41.0211019629067),15
POINT (28.8935399999866 41.0297240005584),15
POINT (28.877154999986 41.0320050005587),15
POINT (29.1568589626369 40.9311169738093),25
POINT (29.1567379999925 40.9309980005429),25
POINT (29.1571129770115 40.931930034982),25
POINT (29.0660100068695 40.9850439588747),21
POINT (29.0579469999908 40.9912150005524),21
POINT (29.0648129999909 40.988517000552),21
POINT (29.0650549999909 40.988506000552),21
POINT (29.0379149999904 40.9986170005536),21
POINT (29.0586480000114 40.9846689991172),21
POINT (29.1005199999916 40.9599910005475),21
POINT (29.0781870000113 40.9908719991171),2
POINT (29.1563119999925 40.9162960005405),25
POINT (29.1140779999918 40.9480900005456),25
POINT (28.8613669999852 41.1048880005705),32
POINT (28.8449889999845 41.120759000573),32
POINT (28.865568033558 41.1086009676711),32
POINT (28.8681459999854 41.1094470005712),32
POINT (28.8681719943464 41.1093240046599),32
POINT (28.857548999985 41.1123610005717),32
POINT (28.8535589999848 41.1152330005721),32
POINT (28.8410920000106 41.1272329991141),32
POINT (29.0574430035933 40.9978429830644),21
POINT (28.9363680092596 41.0824400216329),17
POINT (28.6330209999707 41.074067000565),16
POINT (28.6648659999739 41.0182060005561),16
POINT (29.1087499999913 41.1106210005716),10
POINT (29.0480330410317 41.1912189941712),28
POINT (28.9943640083845 41.1078999609583),28
POINT (29.1055559999912 41.1304240005748),10
POINT (29.2334349999933 40.9859680005517),27
POINT (29.1971159999928 41.0049420005547),27
POINT (28.7945609999823 41.0817340005666),7
POINT (28.7631889999805 41.0995430005694),7
POINT (28.963171029376 41.1187099576146),28
POINT (29.0306589999899 41.1395090005762),28
POINT (28.7679796735911 41.109042067163),7
POINT (29.2658279999932 41.1724780005817),10
POINT (29.1679650209293 41.2035369735802),10
POINT (29.0640924564562 41.1301939280758),28
POINT (29.165762999992 41.1905620005846),10
POINT (29.1440559743198 41.1403529735888),10
POINT (29.2512639999934 41.0060700005549),27
POINT (29.0597019999907 41.0393110005601),35
POINT (29.0629319999908 41.0351070005594),35
POINT (29.0652739999908 41.032214000559),35
POINT (28.8732750004972 40.9985249611996),5
POINT (28.872654999986 40.9982110005534),5
POINT (29.0809259999911 41.0224840005574),35
POINT (29.0415969703411 41.0430360024739),35
POINT (29.0416710177628 41.0396359804576),35
POINT (29.0124130137081 41.0075030292704),35
POINT (29.0162539937965 41.0275170130716),35
POINT (29.0160430030813 41.0274649574276),35
POINT (29.0158279755567 41.0272690382851),35
POINT (29.0144320077553 41.0261920384111),35
POINT (29.0136249999898 41.0258780005579),35
POINT (29.0108080005622 41.0257420229678),35
POINT (29.0645049999908 41.044999000561),35
POINT (29.0556579975425 41.0180179786471),35
POINT (29.0556610237366 41.0603999740789),35
POINT (29.0654889999907 41.0614640005636),35
POINT (29.0509710135019 41.033351969811),35
POINT (29.076506999991 41.0477540005614),35
POINT (29.076254999991 41.0476580005614),35
POINT (29.0501549999905 41.0462530005613),35
POINT (28.3042375799526 41.0692518091133),37
POINT (28.6073249999685 40.987183000551),11
POINT (28.6781699999751 40.9950300005524),11
POINT (29.1526779999924 40.9345900005434),25
POINT (29.1562849999924 40.9381850005441),25
POINT (29.1563439999925 40.938220000544),25
POINT (29.1570279816127 40.9399569681306),25
POINT (29.1595099999925 40.9415380005445),25
POINT (29.1622029999925 40.9420940005446),25
POINT (29.1625329999925 40.9420060005446),25
POINT (29.1612809999925 40.9244460005418),25
POINT (29.1641429999926 40.925223000542),25
POINT (29.1661759999926 40.9274880005424),25
POINT (29.1150909635726 40.9507189993396),25
POINT (29.1642769999926 40.9399290005443),25
POINT (29.1496419999924 40.9387240005441),25
POINT (29.1462869999923 40.9352580005436),25
POINT (29.1560419999924 40.9492010005457),25
POINT (29.1395099999922 40.9366150005438),25
POINT (29.0246480160159 40.9942529707758),21
POINT (29.0243350382158 40.9926870203989),21
POINT (29.064612999991 40.97653300055),21
POINT (28.9279949999875 41.0905930005682),17
POINT (28.9426960425006 41.0612060000474),17
POINT (28.2930659999016 41.3055700006005),13
POINT (29.1173430469569 40.9539329687208),25
POINT (29.1309189718359 40.9175740452614),25
POINT (29.1309890432156 40.9174949569005),25
POINT (29.1311539729305 40.9176049968583),25
POINT (29.1310750434659 40.9176950063596),25
POINT (29.066087999991 40.9779160005503),21
POINT (29.0721039999911 40.9644770005482),21
POINT (29.0735959999911 40.9717890005493),21
POINT (29.0738149754786 40.9719249930088),21
POINT (29.0752439999911 40.9747000005498),21
POINT (29.0995289999916 40.9620940005478),21
POINT (29.1022389999916 40.9660650005485),21
POINT (29.1014259999916 40.9644960005482),21
POINT (29.0922999999914 40.9751330005499),21
POINT (29.0925389999914 40.9747580005498),21
POINT (29.0893500241175 40.9761500393828),21
POINT (29.0866249999913 40.9773090005502),21
POINT (29.0846739999913 40.9788330005505),21
POINT (29.0847289999912 40.9797180005505),21
POINT (28.803992234499 41.0532635742463),24
POINT (28.7695459999809 40.9975870005529),24
POINT (28.8363699999845 40.9930290005525),5
POINT (28.8330689999843 41.0043950005543),5
POINT (28.8327589999843 41.0081380005548),5
POINT (28.8293609999842 41.0107840005553),5
POINT (28.826172999984 41.0128800005556),5
POINT (28.825945999984 41.0128640005556),5
POINT (28.9060649999869 41.0577090005629),8
POINT (29.0382540252894 41.0854979869054),9
POINT (29.0401409999902 41.0842150005673),9
POINT (29.0384259999902 41.0868470005677),9
POINT (29.0384859999902 41.0866780005677),9
POINT (29.0325849678717 41.0895509999327),9
POINT (29.0360669999902 41.0748590005658),9
POINT (29.02684199999 41.0855890005675),9
POINT (29.0224210101728 41.0783930283362),9
POINT (29.0259754943471 41.081215764012),9
POINT (29.02693599999 41.0806470005667),9
POINT (29.0264919999899 41.0875510005678),9
POINT (29.0079559999896 41.0570910005629),9
POINT (29.0497530000115 41.1779959991131),28
POINT (29.0902309839898 41.1623659565104),10
POINT (28.6260829999703 41.0043800005538),11
POINT (28.6452139999722 40.9974820005527),11
POINT (28.6685359999743 40.9947820005524),11
POINT (28.6573279999733 40.9899710005515),11
POINT (28.6032920000004 40.9708639991169),11
POINT (28.5979619999675 40.9735680005488),11
POINT (28.6382929999716 40.9808600005501),11
POINT (28.6264359999704 40.9896290005514),11
POINT (28.6591909999735 40.9766040005495),11
POINT (28.6309179999709 40.98010900055),11
POINT (28.6786079999751 40.9867050005512),11
POINT (28.6621799999738 40.9761620005494),11
POINT (28.6038999999681 40.9918740005518),11
POINT (29.1821519999927 40.981695000551),2
POINT (29.0974419999915 40.994980000553),2
POINT (29.0983269999915 40.988643000552),2
POINT (29.1816959999927 40.9849240005514),2
POINT (29.1822979999927 40.981958000551),2
POINT (29.1826329999927 40.9793660005506),2
POINT (29.0926309999914 40.9968400005534),2
POINT (28.9589369999886 41.020375000557),18
POINT (28.9594179999886 41.020420000557),18
POINT (28.9251259999874 41.0865870005676),17
POINT (28.9259330160623 41.0765619562123),17
POINT (28.6690929999741 41.060937000563),16
POINT (29.1648019999925 40.950515000546),25
POINT (28.8791369999861 41.0440460005607),15
POINT (28.8723599999858 41.0391170005599),15
POINT (28.8583739999852 41.0669680005643),15
POINT (28.8495169999846 41.1481560005774),32
POINT (28.898201960442 41.0975579677123),32
POINT (28.8965909999865 41.095810000569),32
POINT (28.8768389999858 41.1096520005713),32
POINT (28.8995549999865 41.1099960005713),32
POINT (28.9030579999867 41.1031460005702),32
POINT (28.8746609999857 41.0836800005671),32
POINT (28.8746819999858 41.0866110005676),32
POINT (28.8793339600501 41.0882319819453),32
POINT (28.8793149999859 41.0883230005678),32
POINT (28.8703069999856 41.0911490005683),32
POINT (29.1698629999926 40.9342670005434),25
POINT (29.1685309999926 40.9373700005439),25
POINT (29.0500050026744 41.0799180270064),9
POINT (29.0504529999904 41.0798920005666),9
POINT (29.0543319999905 41.0812340005668),9
POINT (29.022836010622 41.0561080265055),9
POINT (29.0230699999898 41.0569600005629),9
POINT (29.0232869556627 41.0610000177203),9
POINT (29.0243160000115 41.0595129991156),9
POINT (29.0059889999895 41.0908550005683),9
POINT (29.0076379999895 41.0857950005676),9
POINT (29.0119499999897 41.0801800005667),9
POINT (29.0178299999898 41.0736430005655),9
POINT (29.0139009629379 41.0672069803618),9
POINT (29.0140370119092 41.0671070058978),9
POINT (29.0100649999897 41.057952000563),9
POINT (29.0095429999897 41.0562020005628),9
POINT (29.0094349999897 41.0527700005622),9
POINT (29.0089979999897 41.0515110005621),9
POINT (29.0080629999897 41.0472800005613),9
POINT (29.0226249999899 41.0772660005662),9
POINT (29.02642099999 41.0775630005663),9
POINT (29.0334239999901 41.0801290005666),9
POINT (29.0140509999898 41.0259750005579),35
POINT (28.7936889999822 41.10290000057),7
POINT (28.7864966119631 41.1306445138827),7
POINT (29.1662030028995 41.0743630397255),10
POINT (29.2011759999925 41.168161000581),10
POINT (29.1040459558021 41.2226879794146),28
POINT (29.0325839630878 41.2207310440289),28
POINT (28.7437769999793 41.1146630005718),7
POINT (28.7935239999815 41.0729290005646),7
POINT (29.1118890479965 41.1298800317905),10
POINT (29.7659100393505 41.1523730094992),29
POINT (29.2148429734759 40.9307859712556),23
POINT (29.2321569975397 40.9039169954366),23
POINT (29.380423045053 40.912304957926),33
POINT (29.0003649999892 41.0944570005688),22
POINT (28.9826730205654 41.0772470324407),22
POINT (28.7922429609012 41.1426760232784),7
POINT (28.6301649635232 41.0705630404673),16
POINT (28.7989190144499 41.052952973656),24
POINT (28.8845669999864 40.9891000005519),6
POINT (28.9526309999884 41.0154880005562),18
POINT (28.9495429999882 41.0174550005565),18
POINT (28.9478499999883 41.0194970005568),18
POINT (29.1533499999923 40.9802390005507),2
POINT (28.9485260036603 41.023537001819),18
POINT (28.8714849999858 41.0360520005594),20
POINT (29.1088219695974 40.9821170314029),2
POINT (28.7862440155021 41.0179559613773),24
POINT (29.1512399999924 40.938272000544),25
POINT (29.1449389999923 40.9421740005447),25
POINT (29.1179819999918 40.9786210005505),2
POINT (29.1383019826045 40.9859450320404),2
POINT (28.802826999983 41.008937000555),24
POINT (29.1426639999922 40.9537600005465),25
POINT (29.1434509999921 40.9953350005532),2
POINT (29.1150489999918 40.9701020005491),2
POINT (29.1130779999917 40.9795170005506),2
POINT (28.7917649999824 41.015861000556),24
POINT (28.7499279999795 41.0534750005616),24
POINT (28.7728399999813 41.0247510005574),24
POINT (29.1713619999926 40.9349680005435),25
POINT (29.1455549999922 40.9706690005493),25
POINT (29.1439580000108 40.9698039991175),25
POINT (29.1440730000108 40.9695019991176),25
POINT (29.1900289999928 40.9596810005475),25
POINT (29.1884750000104 40.9583809991178),25
POINT (29.1877960000104 40.9581559991178),25
POINT (29.1992950000103 40.9684789991176),25
POINT (29.203322999993 40.9638800005481),25
POINT (29.1361069999922 40.931973000543),25
POINT (29.1358989999922 40.9320280005431),25
POINT (29.1509189722517 40.9425030011916),25
POINT (29.1454829999923 40.9440340005449),25
POINT (29.1423499999922 40.950420000546),25
POINT (29.1450749999922 40.9723710005495),25
POINT (29.1354040473636 40.9695189967939),25
POINT (29.13282601676 40.9690590448297),25
POINT (29.130318999992 40.969071000549),25
POINT (29.1273510296799 40.9692290193356),25
POINT (29.1273010338035 40.9691410095235),25
POINT (28.8941629999866 41.027363000558),15
POINT (29.0629889999908 41.0398510005602),35
POINT (29.0111349999898 41.0149410005562),35
POINT (29.0875959000112 41.0136872991166),35
POINT (29.0575490370642 41.0143829706883),35
POINT (29.078270999991 41.0351950005595),35
POINT (29.0747210200491 41.0429630427957),35
POINT (29.0972429999911 41.1176180005727),10
POINT (28.702925999977 40.9965600005528),3
POINT (29.0339540346425 41.2144320271521),28
POINT (29.1697429999926 40.9504480005459),25
POINT (28.8868489999862 41.0857330005674),19
POINT (29.205883999993 40.9733150005496),25
POINT (28.7944069999825 41.0089510005549),24
POINT (29.0403400141324 40.9697360046412),21
POINT (28.939540999988 41.0178030005566),18
POINT (29.0784919841555 41.0592149794695),35
POINT (28.8607910000108 41.0079549991166),5
POINT (28.8641989999856 41.002546000554),5
POINT (28.974949999989 41.001915000554),18
POINT (28.8193139999839 40.9609170005474),6
POINT (28.8803739999862 40.9955150005529),6
POINT (28.8742090240365 40.9815840156787),6
POINT (28.7941979632982 40.9744369983418),6
POINT (28.7966810000095 40.9685269991174),6
POINT (28.8032959644817 40.9641130157486),6
POINT (28.8033899999831 40.971800000549),6
POINT (28.8366869999846 40.9645720005479),6
POINT (28.8730189999856 40.9827100005507),6
POINT (28.8870759632227 41.0017269952724),6
POINT (28.8511109999852 40.9760110005498),6
POINT (28.8376700000104 40.9910999991169),6
POINT (28.8377470088104 40.9905639659126),6
POINT (28.838057025355 40.9915159802839),6
POINT (28.8894870000112 41.0999049991147),32
POINT (29.0648200028987 41.0270999661499),35
POINT (29.0647889999908 41.0210690005571),35
POINT (29.0649619999909 41.0209300005571),35
POINT (28.7532879999801 41.053214000562),24
POINT (28.7534689999801 41.0531930005619),24
POINT (28.7740449999814 41.028551000558),24
